Recency,Frequency,Monetary,LIFESTAGE,PREMIUM_CUSTOMER
79,1,5.7,YOUNG FAMILIES,Mainstream
105,1,6.2,MIDAGE SINGLES/COUPLES,Mainstream
139,1,5.2,OLDER SINGLES/COUPLES,Budget
152,3,10.8,OLDER SINGLES/COUPLES,Premium
61,2,6.4,YOUNG SINGLES/COUPLES,Mainstream
101,1,3.7,RETIREES,Mainstream
256,1,4.2,RETIREES,Mainstream
231,1,2.1,RETIREES,Premium
265,1,2.1,YOUNG SINGLES/COUPLES,Budget
176,1,8.4,RETIREES,Mainstream
13,2,10.5,YOUNG FAMILIES,Budget
135,1,2.6,RETIREES,Premium
161,2,6.0,YOUNG FAMILIES,Premium
15,1,3.8,OLDER FAMILIES,Budget
165,1,5.4,RETIREES,Premium
139,1,6.0,YOUNG SINGLES/COUPLES,Budget
89,2,14.2,OLDER SINGLES/COUPLES,Budget
25,1,3.8,OLDER FAMILIES,Mainstream
129,1,13.0,OLDER FAMILIES,Premium
242,1,4.4,YOUNG FAMILIES,Budget
163,2,5.2,YOUNG SINGLES/COUPLES,Budget
152,2,7.4,RETIREES,Premium
106,1,2.6,YOUNG SINGLES/COUPLES,Mainstream
44,2,9.8,RETIREES,Mainstream
254,1,5.1,NEW FAMILIES,Budget
12,1,4.4,YOUNG SINGLES/COUPLES,Mainstream
100,2,8.9,RETIREES,Premium
20,1,2.8,YOUNG SINGLES/COUPLES,Premium
89,2,10.3,YOUNG SINGLES/COUPLES,Mainstream
241,1,1.9,YOUNG SINGLES/COUPLES,Mainstream
87,2,7.6,YOUNG SINGLES/COUPLES,Mainstream
14,1,5.7,OLDER SINGLES/COUPLES,Mainstream
258,1,5.1,YOUNG SINGLES/COUPLES,Mainstream
148,1,5.9,YOUNG SINGLES/COUPLES,Mainstream
52,3,28.400000000000002,OLDER SINGLES/COUPLES,Mainstream
184,1,2.7,YOUNG SINGLES/COUPLES,Budget
251,1,5.1,YOUNG SINGLES/COUPLES,Premium
88,1,3.0,YOUNG SINGLES/COUPLES,Premium
64,1,1.9,YOUNG SINGLES/COUPLES,Mainstream
141,1,3.8,NEW FAMILIES,Budget
139,1,3.6,OLDER FAMILIES,Mainstream
239,2,15.4,OLDER FAMILIES,Budget
97,1,2.6,RETIREES,Budget
51,1,1.9,RETIREES,Mainstream
115,2,11.2,OLDER SINGLES/COUPLES,Mainstream
226,1,1.8,MIDAGE SINGLES/COUPLES,Premium
32,2,11.600000000000001,MIDAGE SINGLES/COUPLES,Premium
42,2,8.0,YOUNG FAMILIES,Mainstream
57,1,1.9,YOUNG FAMILIES,Premium
247,1,3.8,YOUNG SINGLES/COUPLES,Budget
96,1,3.8,YOUNG SINGLES/COUPLES,Premium
162,1,1.7,RETIREES,Mainstream
36,2,5.8,NEW FAMILIES,Budget
181,3,13.0,OLDER FAMILIES,Mainstream
19,2,12.0,OLDER FAMILIES,Budget
249,1,5.4,RETIREES,Premium
200,1,4.4,OLDER SINGLES/COUPLES,Budget
13,2,6.5,RETIREES,Mainstream
43,2,4.800000000000001,YOUNG SINGLES/COUPLES,Budget
102,1,3.0,YOUNG SINGLES/COUPLES,Mainstream
8,2,10.600000000000001,NEW FAMILIES,Premium
21,2,12.8,RETIREES,Mainstream
88,2,9.6,OLDER SINGLES/COUPLES,Premium
234,1,5.4,MIDAGE SINGLES/COUPLES,Mainstream
251,2,6.6,OLDER FAMILIES,Mainstream
232,1,4.4,YOUNG SINGLES/COUPLES,Mainstream
161,1,3.7,YOUNG SINGLES/COUPLES,Budget
30,6,29.3,RETIREES,Budget
162,1,5.4,RETIREES,Premium
115,3,11.5,YOUNG FAMILIES,Budget
96,2,7.300000000000001,YOUNG SINGLES/COUPLES,Budget
265,1,3.3,OLDER SINGLES/COUPLES,Mainstream
41,2,6.7,YOUNG SINGLES/COUPLES,Budget
29,2,12.1,MIDAGE SINGLES/COUPLES,Budget
10,2,17.799999999999997,MIDAGE SINGLES/COUPLES,Budget
71,1,2.1,RETIREES,Budget
213,1,7.6,RETIREES,Budget
207,1,3.0,OLDER FAMILIES,Budget
49,1,2.7,YOUNG SINGLES/COUPLES,Budget
24,3,8.2,YOUNG SINGLES/COUPLES,Budget
85,1,3.7,YOUNG FAMILIES,Budget
91,2,12.2,RETIREES,Budget
15,2,7.800000000000001,NEW FAMILIES,Mainstream
41,2,8.4,OLDER SINGLES/COUPLES,Mainstream
84,2,12.0,YOUNG SINGLES/COUPLES,Mainstream
29,2,8.4,YOUNG SINGLES/COUPLES,Budget
91,2,11.399999999999999,MIDAGE SINGLES/COUPLES,Budget
141,2,6.8,YOUNG FAMILIES,Budget
101,1,7.6,YOUNG FAMILIES,Premium
119,2,8.5,RETIREES,Budget
208,1,1.8,NEW FAMILIES,Premium
3,3,9.899999999999999,MIDAGE SINGLES/COUPLES,Premium
52,1,4.6,MIDAGE SINGLES/COUPLES,Mainstream
14,2,15.1,YOUNG SINGLES/COUPLES,Mainstream
251,1,2.1,OLDER SINGLES/COUPLES,Mainstream
41,1,3.8,YOUNG SINGLES/COUPLES,Budget
41,1,1.5,YOUNG SINGLES/COUPLES,Budget
86,2,8.8,OLDER SINGLES/COUPLES,Budget
43,1,5.4,MIDAGE SINGLES/COUPLES,Budget
162,1,1.9,NEW FAMILIES,Budget
163,1,8.8,OLDER SINGLES/COUPLES,Premium
131,2,10.6,YOUNG SINGLES/COUPLES,Budget
96,2,8.600000000000001,OLDER FAMILIES,Mainstream
6,4,16.6,MIDAGE SINGLES/COUPLES,Premium
66,2,5.6,YOUNG SINGLES/COUPLES,Premium
79,3,10.4,OLDER SINGLES/COUPLES,Mainstream
32,1,5.4,RETIREES,Mainstream
99,1,3.6,YOUNG SINGLES/COUPLES,Mainstream
164,1,3.6,RETIREES,Budget
126,1,2.8,RETIREES,Mainstream
228,1,18.5,YOUNG SINGLES/COUPLES,Mainstream
16,3,9.5,MIDAGE SINGLES/COUPLES,Budget
136,1,10.8,YOUNG SINGLES/COUPLES,Premium
52,2,5.699999999999999,RETIREES,Mainstream
108,1,6.0,YOUNG SINGLES/COUPLES,Budget
233,1,4.4,YOUNG SINGLES/COUPLES,Mainstream
212,2,7.5,OLDER SINGLES/COUPLES,Budget
129,2,5.199999999999999,RETIREES,Mainstream
14,2,5.7,YOUNG SINGLES/COUPLES,Premium
119,2,7.6,RETIREES,Budget
269,1,3.0,MIDAGE SINGLES/COUPLES,Budget
15,2,10.2,RETIREES,Premium
49,1,9.2,OLDER SINGLES/COUPLES,Premium
120,1,9.2,RETIREES,Budget
176,1,3.0,MIDAGE SINGLES/COUPLES,Mainstream
94,3,15.5,YOUNG FAMILIES,Budget
22,2,8.2,MIDAGE SINGLES/COUPLES,Budget
152,2,10.100000000000001,YOUNG SINGLES/COUPLES,Mainstream
22,1,4.6,YOUNG FAMILIES,Budget
11,1,4.6,YOUNG SINGLES/COUPLES,Mainstream
202,1,2.7,YOUNG SINGLES/COUPLES,Budget
62,3,11.3,OLDER SINGLES/COUPLES,Premium
160,1,7.4,MIDAGE SINGLES/COUPLES,Premium
158,2,8.399999999999999,RETIREES,Budget
61,1,6.0,YOUNG SINGLES/COUPLES,Budget
21,1,3.8,OLDER SINGLES/COUPLES,Budget
193,1,7.6,OLDER SINGLES/COUPLES,Budget
41,1,1.9,MIDAGE SINGLES/COUPLES,Premium
243,1,4.6,YOUNG SINGLES/COUPLES,Mainstream
77,3,19.3,RETIREES,Premium
99,2,4.5,OLDER FAMILIES,Mainstream
183,1,6.0,YOUNG SINGLES/COUPLES,Budget
128,1,3.0,YOUNG SINGLES/COUPLES,Mainstream
179,1,7.4,YOUNG SINGLES/COUPLES,Budget
141,3,25.0,OLDER SINGLES/COUPLES,Premium
96,2,6.4,YOUNG SINGLES/COUPLES,Budget
25,3,16.799999999999997,OLDER SINGLES/COUPLES,Premium
219,1,3.6,YOUNG FAMILIES,Budget
20,3,12.8,NEW FAMILIES,Budget
91,1,4.4,MIDAGE SINGLES/COUPLES,Premium
8,3,15.100000000000001,RETIREES,Premium
37,3,15.0,YOUNG SINGLES/COUPLES,Budget
102,1,8.8,RETIREES,Budget
176,1,3.3,YOUNG FAMILIES,Mainstream
10,2,6.1,RETIREES,Budget
142,1,3.0,YOUNG FAMILIES,Premium
193,1,4.2,OLDER SINGLES/COUPLES,Mainstream
78,1,6.6,YOUNG SINGLES/COUPLES,Premium
220,2,8.8,YOUNG FAMILIES,Budget
101,1,2.8,RETIREES,Budget
53,3,13.2,MIDAGE SINGLES/COUPLES,Premium
152,1,3.0,OLDER FAMILIES,Premium
85,1,3.7,MIDAGE SINGLES/COUPLES,Budget
136,2,8.9,YOUNG SINGLES/COUPLES,Mainstream
153,1,6.5,RETIREES,Budget
166,1,6.0,RETIREES,Budget
60,1,3.0,RETIREES,Mainstream
126,1,1.7,RETIREES,Mainstream
42,1,6.0,YOUNG FAMILIES,Mainstream
67,2,5.2,OLDER SINGLES/COUPLES,Premium
27,1,7.4,YOUNG SINGLES/COUPLES,Mainstream
150,1,3.3,YOUNG FAMILIES,Budget
134,1,3.0,OLDER SINGLES/COUPLES,Budget
118,1,1.7,YOUNG SINGLES/COUPLES,Premium
135,3,12.8,YOUNG SINGLES/COUPLES,Mainstream
60,2,4.6,YOUNG SINGLES/COUPLES,Budget
103,1,8.8,RETIREES,Mainstream
94,1,1.9,RETIREES,Mainstream
222,1,18.4,OLDER SINGLES/COUPLES,Mainstream
252,1,9.2,OLDER SINGLES/COUPLES,Premium
86,1,3.8,OLDER SINGLES/COUPLES,Premium
9,1,3.3,RETIREES,Mainstream
3,1,5.4,YOUNG SINGLES/COUPLES,Mainstream
11,2,5.7,YOUNG FAMILIES,Budget
220,1,6.0,YOUNG FAMILIES,Mainstream
50,1,13.0,MIDAGE SINGLES/COUPLES,Mainstream
238,1,10.2,YOUNG SINGLES/COUPLES,Budget
201,1,1.9,YOUNG SINGLES/COUPLES,Premium
5,2,9.0,OLDER FAMILIES,Budget
115,3,14.0,YOUNG SINGLES/COUPLES,Mainstream
62,1,6.6,OLDER FAMILIES,Budget
114,1,5.4,YOUNG SINGLES/COUPLES,Mainstream
254,1,10.2,YOUNG SINGLES/COUPLES,Budget
155,1,3.0,YOUNG SINGLES/COUPLES,Premium
261,1,11.4,YOUNG FAMILIES,Budget
16,1,3.0,YOUNG SINGLES/COUPLES,Mainstream
99,2,9.0,OLDER SINGLES/COUPLES,Mainstream
239,1,4.6,OLDER FAMILIES,Budget
45,3,11.200000000000001,YOUNG SINGLES/COUPLES,Premium
106,1,7.4,YOUNG SINGLES/COUPLES,Premium
3,2,11.7,YOUNG SINGLES/COUPLES,Mainstream
119,2,7.4,MIDAGE SINGLES/COUPLES,Mainstream
153,1,2.1,YOUNG SINGLES/COUPLES,Premium
91,1,7.8,RETIREES,Mainstream
81,1,8.8,RETIREES,Mainstream
83,1,6.0,YOUNG SINGLES/COUPLES,Premium
84,2,10.6,YOUNG SINGLES/COUPLES,Budget
269,1,4.6,YOUNG SINGLES/COUPLES,Mainstream
91,1,3.3,YOUNG SINGLES/COUPLES,Mainstream
48,2,9.0,YOUNG SINGLES/COUPLES,Mainstream
13,1,5.2,OLDER FAMILIES,Mainstream
33,1,3.8,RETIREES,Premium
138,3,15.0,OLDER FAMILIES,Budget
232,1,6.0,RETIREES,Budget
260,1,4.2,YOUNG SINGLES/COUPLES,Mainstream
105,2,8.399999999999999,MIDAGE SINGLES/COUPLES,Mainstream
58,1,2.6,YOUNG SINGLES/COUPLES,Budget
145,2,3.9000000000000004,MIDAGE SINGLES/COUPLES,Premium
178,1,3.0,YOUNG FAMILIES,Mainstream
123,2,5.699999999999999,OLDER SINGLES/COUPLES,Budget
27,1,2.6,RETIREES,Mainstream
47,3,10.7,YOUNG FAMILIES,Budget
45,3,19.7,OLDER SINGLES/COUPLES,Premium
203,1,5.7,MIDAGE SINGLES/COUPLES,Mainstream
221,1,3.3,YOUNG SINGLES/COUPLES,Mainstream
130,1,5.4,OLDER SINGLES/COUPLES,Budget
64,3,13.3,MIDAGE SINGLES/COUPLES,Premium
210,1,4.6,OLDER SINGLES/COUPLES,Budget
84,2,7.7,YOUNG FAMILIES,Mainstream
269,1,2.1,OLDER FAMILIES,Budget
86,1,3.7,YOUNG SINGLES/COUPLES,Budget
35,2,6.9,YOUNG FAMILIES,Mainstream
126,1,2.1,YOUNG SINGLES/COUPLES,Mainstream
18,3,8.7,NEW FAMILIES,Mainstream
89,1,1.7,YOUNG SINGLES/COUPLES,Budget
127,1,2.6,YOUNG SINGLES/COUPLES,Budget
70,2,5.5,YOUNG FAMILIES,Premium
226,1,2.6,YOUNG FAMILIES,Premium
46,2,5.5,OLDER FAMILIES,Budget
44,4,17.3,OLDER SINGLES/COUPLES,Premium
270,1,2.6,YOUNG SINGLES/COUPLES,Premium
98,2,4.8,OLDER SINGLES/COUPLES,Mainstream
150,1,9.2,YOUNG SINGLES/COUPLES,Mainstream
224,1,2.9,YOUNG SINGLES/COUPLES,Premium
152,1,1.9,YOUNG SINGLES/COUPLES,Premium
20,1,5.4,RETIREES,Budget
5,2,11.8,MIDAGE SINGLES/COUPLES,Budget
68,1,7.4,OLDER FAMILIES,Budget
209,1,3.0,OLDER SINGLES/COUPLES,Premium
159,1,3.0,YOUNG SINGLES/COUPLES,Mainstream
240,1,4.4,RETIREES,Budget
9,3,8.6,YOUNG SINGLES/COUPLES,Mainstream
47,4,22.4,OLDER SINGLES/COUPLES,Budget
6,5,30.0,YOUNG SINGLES/COUPLES,Premium
159,2,13.2,OLDER SINGLES/COUPLES,Budget
104,2,11.0,OLDER SINGLES/COUPLES,Mainstream
34,1,6.2,YOUNG SINGLES/COUPLES,Mainstream
70,5,31.6,RETIREES,Mainstream
15,6,45.6,OLDER FAMILIES,Budget
51,6,33.8,OLDER SINGLES/COUPLES,Premium
41,3,21.6,RETIREES,Mainstream
7,4,24.4,OLDER FAMILIES,Premium
41,3,19.2,RETIREES,Budget
37,4,31.0,OLDER FAMILIES,Budget
4,7,44.6,OLDER FAMILIES,Mainstream
29,4,21.6,OLDER FAMILIES,Budget
15,2,18.8,MIDAGE SINGLES/COUPLES,Mainstream
6,3,11.0,RETIREES,Budget
72,5,32.6,OLDER SINGLES/COUPLES,Budget
44,3,24.0,RETIREES,Mainstream
29,3,17.2,OLDER FAMILIES,Budget
21,5,38.4,YOUNG FAMILIES,Budget
102,3,17.8,RETIREES,Mainstream
128,4,26.4,OLDER FAMILIES,Budget
184,3,25.2,RETIREES,Budget
2,4,32.4,YOUNG FAMILIES,Premium
55,4,25.0,YOUNG FAMILIES,Mainstream
25,3,23.0,OLDER FAMILIES,Budget
200,2,8.4,YOUNG SINGLES/COUPLES,Budget
0,7,50.2,OLDER FAMILIES,Premium
153,4,17.6,OLDER FAMILIES,Premium
20,7,41.6,YOUNG FAMILIES,Mainstream
68,5,34.2,YOUNG FAMILIES,Budget
74,8,50.2,YOUNG FAMILIES,Budget
172,2,13.399999999999999,RETIREES,Premium
48,4,27.6,YOUNG SINGLES/COUPLES,Mainstream
99,4,23.6,OLDER SINGLES/COUPLES,Budget
2,4,21.799999999999997,OLDER FAMILIES,Premium
8,3,23.6,RETIREES,Premium
25,6,45.8,OLDER SINGLES/COUPLES,Premium
153,3,14.4,MIDAGE SINGLES/COUPLES,Mainstream
116,6,30.9,RETIREES,Mainstream
30,6,40.0,OLDER SINGLES/COUPLES,Budget
8,6,39.800000000000004,OLDER FAMILIES,Budget
5,2,8.6,YOUNG FAMILIES,Premium
11,4,32.8,OLDER SINGLES/COUPLES,Mainstream
16,8,59.2,OLDER FAMILIES,Budget
29,9,60.6,MIDAGE SINGLES/COUPLES,Budget
3,7,51.0,OLDER SINGLES/COUPLES,Budget
17,4,29.6,RETIREES,Budget
44,3,19.8,OLDER SINGLES/COUPLES,Premium
45,7,46.4,RETIREES,Premium
15,7,48.4,YOUNG FAMILIES,Mainstream
9,4,16.4,OLDER SINGLES/COUPLES,Premium
20,10,73.1,OLDER FAMILIES,Budget
26,4,26.200000000000003,OLDER SINGLES/COUPLES,Mainstream
100,4,22.200000000000003,RETIREES,Budget
28,5,43.6,YOUNG FAMILIES,Premium
3,10,62.0,YOUNG FAMILIES,Premium
190,2,19.4,RETIREES,Budget
41,5,34.4,OLDER FAMILIES,Premium
13,7,50.2,YOUNG FAMILIES,Mainstream
17,6,50.900000000000006,OLDER SINGLES/COUPLES,Premium
10,6,30.8,OLDER SINGLES/COUPLES,Mainstream
46,5,34.0,NEW FAMILIES,Budget
30,3,24.4,RETIREES,Budget
71,6,46.4,OLDER FAMILIES,Mainstream
69,2,14.6,NEW FAMILIES,Mainstream
59,5,37.4,YOUNG FAMILIES,Mainstream
33,7,52.8,YOUNG FAMILIES,Budget
42,7,48.4,YOUNG FAMILIES,Budget
116,3,21.4,OLDER SINGLES/COUPLES,Budget
17,7,47.0,YOUNG FAMILIES,Budget
15,4,16.9,RETIREES,Premium
226,3,14.8,OLDER FAMILIES,Budget
96,4,35.4,MIDAGE SINGLES/COUPLES,Premium
44,7,51.5,OLDER FAMILIES,Budget
53,4,29.799999999999997,YOUNG FAMILIES,Premium
43,4,32.3,RETIREES,Mainstream
47,6,48.8,RETIREES,Premium
34,4,34.4,RETIREES,Budget
43,6,37.0,MIDAGE SINGLES/COUPLES,Premium
33,5,37.4,OLDER SINGLES/COUPLES,Budget
4,5,28.6,YOUNG FAMILIES,Budget
147,4,27.6,RETIREES,Premium
6,7,51.4,OLDER FAMILIES,Premium
1,7,44.6,OLDER SINGLES/COUPLES,Mainstream
15,5,37.6,RETIREES,Premium
14,6,50.4,OLDER FAMILIES,Budget
31,3,16.8,RETIREES,Mainstream
9,6,44.8,OLDER FAMILIES,Budget
205,6,47.8,YOUNG FAMILIES,Premium
5,7,61.0,OLDER FAMILIES,Mainstream
49,5,27.0,YOUNG FAMILIES,Budget
11,7,54.0,YOUNG SINGLES/COUPLES,Budget
51,6,36.4,RETIREES,Mainstream
41,5,34.2,MIDAGE SINGLES/COUPLES,Mainstream
256,1,7.6,OLDER FAMILIES,Mainstream
40,5,29.2,RETIREES,Budget
19,2,9.6,YOUNG SINGLES/COUPLES,Premium
69,6,41.6,OLDER FAMILIES,Premium
1,4,43.0,OLDER SINGLES/COUPLES,Mainstream
59,6,42.2,YOUNG FAMILIES,Budget
76,4,25.4,OLDER SINGLES/COUPLES,Mainstream
20,6,51.2,RETIREES,Budget
32,6,43.0,OLDER FAMILIES,Budget
15,5,28.799999999999997,OLDER SINGLES/COUPLES,Budget
147,1,4.6,RETIREES,Budget
4,8,60.4,OLDER FAMILIES,Mainstream
19,7,49.4,OLDER SINGLES/COUPLES,Premium
12,10,77.8,OLDER SINGLES/COUPLES,Budget
154,4,23.4,OLDER SINGLES/COUPLES,Premium
47,6,47.8,OLDER FAMILIES,Mainstream
11,4,25.400000000000002,MIDAGE SINGLES/COUPLES,Mainstream
41,5,36.400000000000006,OLDER FAMILIES,Premium
34,3,26.6,RETIREES,Budget
19,9,58.300000000000004,RETIREES,Mainstream
54,5,38.6,NEW FAMILIES,Budget
82,7,50.6,YOUNG FAMILIES,Mainstream
21,6,39.2,OLDER FAMILIES,Premium
68,5,37.8,OLDER SINGLES/COUPLES,Premium
55,8,50.8,OLDER FAMILIES,Mainstream
65,4,34.6,RETIREES,Budget
22,6,32.6,YOUNG FAMILIES,Mainstream
8,6,44.6,YOUNG SINGLES/COUPLES,Mainstream
51,4,24.6,RETIREES,Budget
65,3,22.400000000000002,RETIREES,Mainstream
20,5,31.2,YOUNG FAMILIES,Premium
42,8,65.6,YOUNG FAMILIES,Premium
12,6,36.4,OLDER SINGLES/COUPLES,Budget
55,2,10.0,RETIREES,Premium
117,7,54.8,YOUNG FAMILIES,Premium
181,2,16.8,RETIREES,Premium
31,5,27.799999999999997,YOUNG SINGLES/COUPLES,Premium
14,9,66.6,YOUNG SINGLES/COUPLES,Mainstream
46,5,34.6,OLDER SINGLES/COUPLES,Budget
98,5,33.0,YOUNG FAMILIES,Premium
54,4,21.6,RETIREES,Mainstream
54,3,18.2,RETIREES,Mainstream
89,4,35.6,RETIREES,Premium
61,5,35.4,OLDER SINGLES/COUPLES,Premium
134,4,29.8,RETIREES,Mainstream
10,4,27.6,MIDAGE SINGLES/COUPLES,Mainstream
27,4,29.6,OLDER SINGLES/COUPLES,Mainstream
52,4,27.799999999999997,YOUNG SINGLES/COUPLES,Mainstream
65,7,45.4,OLDER FAMILIES,Budget
156,2,17.6,OLDER SINGLES/COUPLES,Budget
47,6,36.3,OLDER FAMILIES,Mainstream
11,11,68.0,OLDER FAMILIES,Premium
78,5,28.4,OLDER SINGLES/COUPLES,Mainstream
37,6,47.4,YOUNG FAMILIES,Budget
83,6,43.2,OLDER SINGLES/COUPLES,Mainstream
14,6,42.0,YOUNG FAMILIES,Premium
14,4,24.599999999999998,MIDAGE SINGLES/COUPLES,Premium
66,6,42.9,YOUNG SINGLES/COUPLES,Mainstream
8,5,39.4,OLDER FAMILIES,Budget
5,5,35.8,YOUNG SINGLES/COUPLES,Mainstream
78,2,10.6,OLDER SINGLES/COUPLES,Budget
24,9,65.6,YOUNG FAMILIES,Premium
39,1,4.2,MIDAGE SINGLES/COUPLES,Premium
140,2,14.0,NEW FAMILIES,Budget
67,6,44.2,YOUNG SINGLES/COUPLES,Mainstream
67,6,38.0,OLDER FAMILIES,Mainstream
45,4,34.2,RETIREES,Budget
77,7,37.2,YOUNG FAMILIES,Mainstream
18,4,25.0,OLDER FAMILIES,Budget
19,10,68.2,YOUNG FAMILIES,Budget
29,4,28.8,MIDAGE SINGLES/COUPLES,Mainstream
0,7,42.5,YOUNG FAMILIES,Budget
20,11,90.2,YOUNG SINGLES/COUPLES,Budget
38,4,25.2,OLDER SINGLES/COUPLES,Budget
35,7,49.2,MIDAGE SINGLES/COUPLES,Mainstream
154,3,27.0,OLDER SINGLES/COUPLES,Mainstream
43,5,29.400000000000002,YOUNG FAMILIES,Premium
14,7,43.8,OLDER FAMILIES,Mainstream
115,2,16.4,NEW FAMILIES,Mainstream
39,5,40.0,OLDER FAMILIES,Budget
173,2,16.0,MIDAGE SINGLES/COUPLES,Budget
46,5,25.8,RETIREES,Mainstream
86,4,29.200000000000003,OLDER SINGLES/COUPLES,Mainstream
26,8,58.0,OLDER FAMILIES,Mainstream
70,4,28.0,OLDER SINGLES/COUPLES,Mainstream
21,6,33.0,YOUNG FAMILIES,Budget
12,3,28.8,YOUNG FAMILIES,Budget
60,6,36.599999999999994,RETIREES,Mainstream
16,8,62.6,YOUNG FAMILIES,Premium
3,4,25.2,OLDER SINGLES/COUPLES,Mainstream
19,5,44.0,OLDER SINGLES/COUPLES,Mainstream
8,8,56.0,YOUNG FAMILIES,Budget
11,7,51.6,MIDAGE SINGLES/COUPLES,Budget
25,3,19.6,MIDAGE SINGLES/COUPLES,Mainstream
26,7,55.6,YOUNG FAMILIES,Budget
11,5,30.4,OLDER SINGLES/COUPLES,Budget
50,6,49.2,OLDER FAMILIES,Budget
23,5,44.6,RETIREES,Budget
107,3,21.2,OLDER SINGLES/COUPLES,Budget
36,5,30.6,OLDER SINGLES/COUPLES,Premium
39,3,15.8,RETIREES,Budget
20,4,35.6,OLDER FAMILIES,Mainstream
44,7,55.4,MIDAGE SINGLES/COUPLES,Budget
24,6,47.0,OLDER FAMILIES,Mainstream
23,5,40.4,YOUNG SINGLES/COUPLES,Mainstream
14,5,27.6,YOUNG SINGLES/COUPLES,Premium
55,7,43.6,OLDER FAMILIES,Budget
32,7,56.2,RETIREES,Premium
10,6,30.0,YOUNG FAMILIES,Budget
20,3,20.8,OLDER SINGLES/COUPLES,Premium
264,1,5.4,RETIREES,Budget
44,4,18.0,MIDAGE SINGLES/COUPLES,Mainstream
55,2,12.6,OLDER SINGLES/COUPLES,Premium
70,2,13.8,OLDER SINGLES/COUPLES,Mainstream
29,5,28.4,YOUNG FAMILIES,Budget
97,4,24.2,YOUNG FAMILIES,Budget
18,4,25.4,RETIREES,Mainstream
20,7,44.8,YOUNG FAMILIES,Mainstream
52,7,42.800000000000004,RETIREES,Mainstream
41,7,35.599999999999994,OLDER SINGLES/COUPLES,Mainstream
257,1,6.6,RETIREES,Budget
94,6,41.0,YOUNG FAMILIES,Budget
14,11,81.2,YOUNG FAMILIES,Premium
39,6,37.0,YOUNG SINGLES/COUPLES,Mainstream
50,5,36.0,OLDER FAMILIES,Mainstream
189,1,6.6,RETIREES,Mainstream
162,1,11.4,MIDAGE SINGLES/COUPLES,Mainstream
104,7,50.0,YOUNG FAMILIES,Premium
63,5,30.799999999999997,RETIREES,Mainstream
50,4,29.2,YOUNG SINGLES/COUPLES,Mainstream
91,3,22.6,OLDER SINGLES/COUPLES,Budget
43,5,37.4,RETIREES,Budget
15,4,40.2,OLDER SINGLES/COUPLES,Premium
87,4,19.4,OLDER SINGLES/COUPLES,Premium
15,7,44.8,YOUNG FAMILIES,Mainstream
45,11,71.8,OLDER FAMILIES,Mainstream
1,9,50.8,YOUNG FAMILIES,Premium
92,5,32.6,OLDER FAMILIES,Budget
37,3,17.8,RETIREES,Premium
5,10,69.2,YOUNG FAMILIES,Mainstream
123,3,17.2,OLDER SINGLES/COUPLES,Budget
127,5,39.2,YOUNG FAMILIES,Budget
9,10,64.0,YOUNG FAMILIES,Budget
59,1,9.2,OLDER SINGLES/COUPLES,Budget
5,10,67.0,YOUNG SINGLES/COUPLES,Budget
27,4,29.799999999999997,OLDER SINGLES/COUPLES,Budget
15,5,34.6,RETIREES,Premium
123,4,32.4,OLDER SINGLES/COUPLES,Budget
20,6,44.8,OLDER FAMILIES,Budget
16,7,48.0,OLDER FAMILIES,Mainstream
21,6,40.0,RETIREES,Premium
54,3,19.4,YOUNG FAMILIES,Mainstream
116,3,15.0,NEW FAMILIES,Mainstream
5,6,40.8,YOUNG FAMILIES,Budget
5,5,32.4,OLDER SINGLES/COUPLES,Budget
102,5,34.4,RETIREES,Budget
20,4,26.400000000000002,MIDAGE SINGLES/COUPLES,Mainstream
34,5,42.2,OLDER FAMILIES,Premium
9,6,35.4,OLDER SINGLES/COUPLES,Budget
35,6,40.3,OLDER FAMILIES,Budget
35,7,53.4,YOUNG FAMILIES,Budget
20,10,68.6,YOUNG SINGLES/COUPLES,Mainstream
16,10,57.2,OLDER FAMILIES,Mainstream
8,5,37.6,OLDER FAMILIES,Premium
54,6,33.8,YOUNG SINGLES/COUPLES,Mainstream
13,10,65.8,YOUNG FAMILIES,Premium
0,4,30.4,YOUNG FAMILIES,Budget
66,4,28.6,YOUNG FAMILIES,Mainstream
0,4,32.7,OLDER FAMILIES,Budget
222,2,9.2,OLDER SINGLES/COUPLES,Mainstream
82,7,43.4,YOUNG SINGLES/COUPLES,Budget
48,3,18.2,YOUNG SINGLES/COUPLES,Budget
3,9,61.400000000000006,MIDAGE SINGLES/COUPLES,Mainstream
8,7,49.2,YOUNG FAMILIES,Budget
32,7,54.6,OLDER FAMILIES,Budget
28,5,34.6,OLDER SINGLES/COUPLES,Mainstream
26,11,72.6,YOUNG SINGLES/COUPLES,Budget
15,4,29.400000000000002,YOUNG FAMILIES,Mainstream
47,6,42.4,YOUNG FAMILIES,Premium
70,6,43.599999999999994,YOUNG FAMILIES,Premium
70,3,18.1,YOUNG FAMILIES,Budget
74,5,28.1,OLDER SINGLES/COUPLES,Mainstream
10,6,36.0,YOUNG FAMILIES,Budget
129,2,14.8,OLDER FAMILIES,Budget
69,2,19.0,MIDAGE SINGLES/COUPLES,Budget
189,2,14.8,OLDER FAMILIES,Budget
19,5,33.2,RETIREES,Budget
14,6,36.6,YOUNG SINGLES/COUPLES,Budget
7,10,60.5,OLDER SINGLES/COUPLES,Mainstream
80,6,38.1,OLDER FAMILIES,Mainstream
